"Number of pupils in each class at individual national school level, 2011/2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: The data contained in this sheet is sourced from the 2011/2012 Census of Primary Schools and refers to pupils in mainstream classes only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Class No. 1,Class No. 2,Class No. 3,Class No. 4,Class No. 5,Class No. 6,Class No. 7,Class No. 8,Class No. 9,Class No. 10,Class No. 11,Class No. 12,Class No. 13,Class No. 14,Class No. 15,Class No. 16,Class No. 17,Class No. 18,Class No. 19,Class No. 20,Class No. 21,Class No. 22,Class No. 23,Class No. 24,Class No. 25,Class No. 26,Class No. 27,Class No. 28,Class No. 29,Class No. 30,Class No. 31,Class No. 32,Class No. 33,Class No. 34,Class No. 35
COUNTY,RollNo,SCHOOL,ADDRESS1,ADDRESS2,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils
DUBLIN CITY,17978V,NAISCOIL IDE,ALL SAINTS DRIVE,RAHENY,26,29,28,28,26,27,29,29,28,27,27,28,27,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18137D,S N NAOMH FEARGAL,FINGLAS WEST,DUBLIN 11,23,18,19,20,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18170B,SN MUIRE NA FREASTOGALA,SIURACHA NA CARTHANACHR,BAILE UAILCIN,28,28,26,27,19,23,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18171D,OUR LADY ASSUMPTION BNS,SIURACHA NA CARTHANACHA,BAILE UAILCIN,27,28,28,24,22,22,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18205R,S N AN PHAROISTE,FINGLAS,DUBLIN 11,21,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18282M,SN PAROISTE MAITIU NFA,CRANFIELD PLACE,SANDYMOUNT,30,28,32,28,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18341C,SN LOUISE DE MARILLAC C,DRUMFIN RD,BALLYFERMOT,16,16,16,17,19,22,18,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18342E,SN LOUISE DE MARILLAC,BALLYFERMOT,DUBLIN 10,21,16,20,19,18,20,19,18,16,19,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18360G,SCOIL BHREANDAIN,COOLOCK,DUBLIN 5,19,17,30,31,31,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18361I,S N CAITRIONA C,COOLOCK,DUBLIN 5,21,19,22,24,23,23,22,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18362K,S N CAITRIONA NAIONAIN,COOLOCK,DUBLIN 5,26,23,27,22,23,24,24,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18386B,MARIST NATIONAL SCHOOL,CLOGHER ROAD,CRUMLIN,23,23,22,20,22,21,21,23,27,25,18,15,18,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18455R,OUR LADY OF ASSUMPTION,SIURACHA NA CARTHANACHA,BAILE UAILCIN,18,16,17,24,22,16,18,18,17,19,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18477E,SCOIL NA MBRATHAR,FRANCIS STREET,DUBLIN 8,20,20,23,20,21,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18519R,SCOIL SEAMUS C B S,JAMES STREET,DUBLIN 8,15,17,14,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18585H,SN BANRION NA NAINGEAL1,BALLYFERMOT,DUBLIN 10,18,11,12,20,20,21,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18632N,S N EOIN BOSCO NAI BUAC,NAVAN RD,DUBLIN 7,27,22,28,20,23,20,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18646B,SPRINGDALE N S,SPRINGDALE NS,LOUGH DERG RD,29,27,28,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18682F,ST CANICES B N S,FINGLAS,DUBLIN 11,28,29,26,25,27,28,29,28,26,28,26,27,27,28,25,26,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18683H,ST CANICES G N S,FINGLAS,DUBLIN 11,26,27,24,25,31,30,25,25,29,27,28,24,25,25,27,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18726W,S N SEOSAMH NA MBRATHAR,FAIRVIEW,DUBLIN 3,18,19,23,26,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18817C,S N BRIGHDE,CULLENSWOOD HOUSE,BR FEADHA CUILINN,30,30,32,31,24,22,21,29,32,28,32,24,23,32,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18843D,BAINRION NA N-AINGAL 2,BALLYFERMOT UPPER,DUBLIN 10,21,18,20,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18910P,BANTIARNA NA MBUANNA B,BAILE MUNNA,DUBLIN 9,17,17,21,20,20,20,20,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18911R,BANTIARNA NA MBUANNA G,BAILE MUNNA,DUBLIN 9,17,18,24,19,24,32,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18968A,ST MALACHYS B N S,EDENMORE,RAHENY,19,16,17,27,24,27,16,15,20,26,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,18969C,ST EITHNES SENIOR G N S,EDENMORE,RAHENY,15,16,27,31,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19006Q,EOIN BAISDE B SOIS,SEAFIELD RD,CLONTARF,28,28,28,28,27,28,28,28,28,27,28,27,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19007S,EOIN BAISDE C NAOIDH,SEAFIELD ROAD,CLONTARF,31,32,31,27,28,27,27,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19015R,ST JOSEPHS G N S,BARRY AVENUE,FINGLAS WEST,22,25,31,19,21,21,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19037E,ST MONICAS N S,EDENMORE,RAHENY,14,14,20,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19197D,ST KEVINS B N S,BARRY AVENUE,FINGLAS NORTH-WEST,25,21,21,25,21,22,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19208F,HOLY SPIRIT B N S,SILLOGE RD,BAILE MUNNA,17,18,20,19,21,22,20,23,24,23,23,22,22,21,21,21,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19209H,SN AN SPIORAID NAIOMH C,SILLOGUE RD,BALLYMUN,18,18,16,16,17,17,24,30,20,20,33,22,22,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19242F,OUR LADY OF VICTORIES INFANT N S,BALLYMUN ROAD,DUBLIN 9,23,22,23,22,17,16,16,18,18,18,19,19,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19297H,CROMCASTLE GREEN B N S,KILMORE RD WEST,ARTANE,22,21,15,15,20,20,17,25,23,21,24,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19298J,SCOIL NAIS IDE CAILINI,KILMORE ROAD WEST,ARTANE,19,14,14,25,20,22,23,19,26,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19302U,SN NA MAIGHDINE MUIRE B,BALLYMUN,DUBLIN 9,18,19,17,19,17,16,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19303W,NA MAIGHDINE MHUIRE,SHANGAN ROAD,BALLYMUN,16,18,29,16,17,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19308J,ST BRIGIDS BOYS N S,HOWTH ROAD,KILLESTER,28,27,23,23,28,28,30,27,27,23,23,28,27,29,30,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19309L,SCOIL NEASAIN,BAILE HARMAIN,BAILE ATH CLIATH 5,32,32,32,31,29,33,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19395H,SCOIL MOBHI,BOTHAR MOBHI,GLASNAOIN,34,34,33,31,34,32,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19406J,HOLY TRINITY SEN N S,GRANGE ROAD,DONAGHMEDE,25,24,26,30,30,29,29,31,30,23,23,23,22,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19430G,SCOIL AN TSEACHTAR LAOCH,BALLYMUN ROAD,DUBLIN 11,14,14,27,26,26,26,22,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19431I,ST JOSEPHS JNR,BALCURRIS,BALLYMUN,15,15,16,15,14,16,16,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19454U,DARNDALE NS JUNIOR,OUR LADY IMMAC JUN NS,DARNDALE,13,13,12,13,15,15,14,12,16,15,17,17,14,14,12,14,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19471U,ST PAULS JUNIOR NATIONAL SCHOOL,AYRFIELD,MALAHIDE RD,30,30,26,27,23,24,24,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19473B,SCOIL BHRIDE,DONAGHMEDE,DUBLIN 13,24,19,25,28,28,28,26,27,24,30,29,29,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19480V,ST PATRICKS,ST PATRICKS CLOSE,DUBLIN 8,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19489Q,SN NAOMH FINNIN,GLENTIES PARK,RIVERMOUNT,29,15,15,24,17,16,30,21,28,29,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19496N,SCOIL FHIACHRA SOISIR,BEAUMONT,DUBLIN 5,28,28,31,28,26,26,28,28,25,27,27,28,27,28,28,29,28,29,27,28,29,27,29,30,,,,,,,,,,,
DUBLIN CITY,19524P,OUR LADY IMMAC SEN N S,OUR LADY IMMAC SEN NS,DARNDALE,19,19,19,25,25,25,22,23,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19538D,ST KEVINS JUNIOR N S,NEWBROOK AVE,DONAGHMEDE,29,23,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19546C,ST OLIVER PLUNKETT N S,ST OLIVER PLUNKETT NS,ST HELENAS DRIVE,20,21,26,19,18,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19583I,ST JOSEPHS SENIOR N S,ST JOSEPHS SENIOR NS,BALCURRIS,20,20,17,17,21,22,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19589U,GAELSCOIL INSE CHOR,DROICHEAD NA HINSE,BAILE ATHA CLIATH 8,29,31,28,20,29,24,24,28,22,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19611K,SCOIL NAOMH COLMCILLE,NEWBROOK RD,DONAGHMEDE,15,14,25,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19618B,ST PAULS SEN NS,AYRFIELD,MALAHIDE RD,31,29,25,26,30,28,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19619D,ST MALACHYS NS,RIVERMOUNT,FINGLAS,15,15,20,19,23,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19628E,ST FIACHRAS SEN N S,BEAUMONT,MONTROSE,28,28,29,28,29,24,27,25,25,25,25,31,31,31,31,28,27,27,24,25,26,20,,,,,,,,,,,,,
DUBLIN CITY,19661C,ST GABRIELS NS,DOMINICAN CAMPUS,BALLYFERMOT,17,15,17,18,14,17,19,21,20,15,23,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19662E,ST MICHAELS NS,DOMINICAN CONVENT,BALLYFERMOT,17,18,16,18,19,15,22,21,20,19,23,21,26,22,24,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19663G,ST RAPHAELS NS,DOMINICAN CONVENT,BALLYFERMOT,21,20,22,19,18,18,19,19,15,16,16,18,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19668Q,ST FRANCIS SENIOR N S,PRIORSWOOD,DUBLIN 17,15,16,16,16,17,15,13,18,15,15,17,15,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19669S,LADY OF GOOD COUNSEL NS,MOURNE RD,DRIMNAGH,33,16,17,31,27,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19727G,ST MARYS CENTRAL N S,BELMONT AVENUE,DONNYBROOK,17,17,32,32,33,29,30,29,34,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19764M,OUR LADY OF WAYSIDE N S,BLUEBELL,INCHICORE,18,13,25,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19774P,ST JOSEPHS MXD N S,EAST WALL,DUBLIN 3,15,17,22,21,17,19,23,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19777V,GAELSCOIL MIDE,BOTHAR AN GHLEANTAIN,GHLAIS CILL BHARROG,30,31,31,30,31,31,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19831B,SCOIL CHAOIMHIN,SRAID MHAOILBHRIDE,BAILE ATHA CLIATH 1,16,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19837N,DRIMNAGH CASTLE CBS N S,DRIMNAGH CASTLE,DUBLIN 12,26,24,24,25,30,29,29,28,30,30,27,26,26,29,30,29,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19845M,NORTH DUBLIN NS PROJECT,BALLYMUN ROAD,DUBLIN 9,28,27,28,25,28,28,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19889J,SCOIL COLM,ARMAGH ROAD,CRUMLIN,22,16,15,17,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19895E,SCOIL MHUIR S IOSAF,ST MARYS PLACE,PLAS MHUIRE,16,12,11,12,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19896G,SCOIL CAITRIONA NA MBRAITHRE,BAGGOT ST,DUBLIN 2,23,12,20,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19907I,GAELSCOIL MOLOGA,BOTHAR CHLAREVILLE,BAILE ATHA CLIATH 6W,30,28,28,26,30,25,29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19913D,ST JOSEPHS NS,MACROOM ROAD,BONNYBROOK,19,19,17,16,20,21,25,22,19,18,22,22,16,17,29,27,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19919P,ST DAVIDS N S,KILMORE ROAD,ARTANE,27,25,24,23,20,19,34,23,25,25,27,28,27,29,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19920A,ST JOHN OF GOD N S,KILMORE ROAD,ARTANE,21,18,19,18,22,27,20,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19924I,HAROLDS CROSS N S,HAROLDS CROSS,DUBLIN 6W,26,26,27,30,27,23,30,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19926M,GAELSCOIL CHOLAISTE MHUIRE,4 CEARNOG PHARNELL,B.A.C. 1,30,23,26,23,22,27,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19928Q,RANELAGH MULTI DENOM NS,RANELAGH ROAD,DUBLIN 6,31,30,30,32,26,31,30,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19929S,ST BRIGIDS SENIOR GIRLS,FINGLAS WEST,DUBLIN 11,15,17,18,18,21,19,19,18,29,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19933J,SCOIL TREASA NAOFA,PETRIE ROAD,DONORE AVENUE,18,11,18,21,20,12,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19935N,SCOIL EOIN,GREENDALE ROAD,DUBLIN 5,22,20,22,17,18,16,17,15,19,14,14,23,23,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19946S,RUTLAND STREET N S,LOWER RUTLAND STREET,DUBLIN 1,20,19,20,17,16,12,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19954R,NORTH BAY EDUCATE TOGETHER NS,GREENDALE AVENUE,KILBARRACK,25,27,24,26,27,25,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,19981U,ST MARYS N S,WINDSOR AVE,FAIRVIEW,12,13,16,13,20,19,22,25,26,22,24,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20005V,SCOIL PLAS MHUIRE,ST MARYS PLACE,DORSET STREET,20,26,12,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20012S,GRIFFITH BARRACKS MULTI D SCHOOL,THE OLD GUARDHOUSE,GRIFFITH COLLEGE,28,28,28,26,28,28,28,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20014W,ST AGNES N S,ARMAGH ROAD,CRUMLIN,24,25,16,20,19,24,21,33,24,18,31,16,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20015B,GAELSCOIL BHAILE MUNNA,187 BOTHAR CHOULTRAI,BAILE MUNNA,23,25,24,22,24,20,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20029M,ST BRIGIDS INFANT N S,WELLMOUNT AVENUE,FINGLAS WEST,17,18,18,18,18,19,18,23,20,22,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20035H,ST GABRIELS N S,COWPER STREET,DUBLIN 7,17,17,17,21,21,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20047O,GAELSCOIL BHARRA,NAOMH FIONNBARRA C.L.G.,ASCAL AN FHASAIGH,29,29,31,24,27,25,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20048Q,GAELSCOIL LIOS NA NOG,21A Bothar Oakley,Raghnallach,32,32,32,30,32,28,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20052H,GAELSCOIL CHOLMCILLE,Lána na Cúlóige,Baile Átha Cliath 17,31,32,29,30,26,24,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20059V,MOTHER OF DIVINE GRACE,HOLY FAITH NS,FERNDALE AVE,31,31,26,25,30,28,30,28,28,27,27,28,25,26,24,25,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20064O,OUR LADY OF CONSOLATION NS,COLLINS AVE EAST,DONNYCARNEY,16,17,17,18,19,20,13,14,20,30,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20091R,ST PETERS NS,PHIBSBORO,DUBLIN 7,22,22,20,20,20,18,19,18,28,30,28,28,27,24,20,21,18,23,,,,,,,,,,,,,,,,,
DUBLIN CITY,20092T,ST ULTANS NS,CHERRY ORCHARD,DUBLIN 10,19,18,18,17,18,17,24,24,22,22,23,24,23,24,22,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20103V,JOHN SCOTTUS NS,NORTHUMBERLAND ROAD,DUBLIN 4,26,25,24,21,18,21,14,36,32,22,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20104A,ST AUDOENS NS,COOK STREET,DUBLIN 8,13,14,21,22,23,18,19,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20131D,EDUCATE TOGETHER NS,Fitzwilliam Place North,Grangegorman Lower,28,28,26,28,25,27,28,29,29,27,27,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20139T,INCHICORE NS,SARSFIELD ROAD,INCHICORE,20,20,18,21,20,24,25,24,24,19,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20152L,NORTH DUBLIN MUSLIM NS PROJECT,C/O ST JOSEPHS SCHOOL FOR THE DEAF,NAVAN ROAD,30,28,33,24,32,23,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20168D,GLASNEVIN EDUCATE TOGETHER NS,CHURCH AVENUE,GLASNEVIN,,30,29,31,29,27,26,27,23,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20220C,GAELSCOIL UI EARCAIN,Bothar Glas an Ein,Fionnghlas,24,24,18,21,16,16,23,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20228S,ST LAURENCE O TOOLES GIRLS SCHOOL,49 SEVILLE PLACE,NORTH WALL,8,8,12,13,16,11,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20281W,St Benedicts and St Marys National ,Grange Park,Raheny,14,12,17,21,25,26,28,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20304I,St. Francis of Assisi National Scho,Belmayne,Dublin 13,26,26,20,20,24,21,28,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20308Q,Belmayne Educate Together National ,Balgriffin Park,Belmayne,21,20,22,25,22,30,19,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20338C,Holy Child National School,Larkhill Road,Whitehall,24,23,25,34,34,29,23,20,34,21,22,22,25,,,,,,,,,,,,,,,,,,,,,,
DUBLIN CITY,20391G,De La Salle National School,Ballyfermot,Dublin 10,21,18,18,21,17,17,22,19,19,21,22,22,23,20,17,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,02872U,St. Mary's National School,Lamb's Cross,Sandyford,22,21,13,13,31,22,24,21,22,23,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,05600C,CLOCHAR SAN DOMINIC,DUNLAOGHAIRE,CO DUBLIN,14,15,21,19,21,17,24,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,06200O,BOOTERSTOWN BOYS,BOOTERSTOWN,BLACKROCK,33,33,28,32,31,31,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,10494K,ALL SAINTS N S,CARYSFORT AVE,BLACKROCK,18,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,11873A,RATHMICHAEL N S,RATHMICHAEL,SHANKILL,30,25,25,27,26,25,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,14586M,CARYSFORT NS,CONVENT ROAD,BLACKROCK,30,28,24,26,25,31,30,31,32,28,27,28,29,27,29,25,22,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,14647G,DALKEY N S (2),DALKEY,CO DUBLIN,24,28,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,15132B,HAROLD BOYS N S,DALKEY,CO DUBLIN,23,24,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,15284B,TANEY N S,SYDENHAM VILLAS,DUNDRUM,29,29,28,28,30,29,29,28,30,30,30,31,31,31,16,20,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,16352U,ST BRIGIDS BOYS N S,FOXROCK,DUBLIN 18,32,32,31,31,29,29,33,33,26,28,28,27,30,28,28,29,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,16353W,ST BRIGIDS GIRLS N S,The Park,Cabinteely,30,30,28,28,28,30,31,23,22,24,29,30,25,22,25,29,27,27,28,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,16629O,KILTERNAN CHURCH OF IRELAND NS,KILTERNAN,CO DUBLIN,29,31,30,26,27,34,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,16794G,ST BRIGIDS N S,MERVILLE  RD,STILLORGAN,23,27,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,16893I,S N NAOMH LORCAN,STILLORGAN,KILMACUD,31,28,27,27,27,25,26,25,28,27,31,31,28,26,23,24,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,17470I,ST RAPHAELAS N S,UPPER KILMACUD ROAD,STILLORGAN,28,26,22,24,26,26,32,32,32,33,32,32,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,17507F,S N PADRAIG NAOFA,GLEANN CUILLIN,CILLTIGHEARNAIN,18,19,24,32,31,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,17954H,SCOIL CAOIMHIN NAOFA,MOUNT MERRION,BLACKROCK,27,18,30,33,23,26,32,21,25,31,24,26,24,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,17970F,OUR LADY OF MERCY CONVENT SCHOOL,ROSEMOUNT TERRACE,BOOTERSTOWN,28,28,26,26,26,24,33,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,17979A,S N CNOC AINBHIL,LR KILMACUD RD,STILLORGAN/BLACKROCK,29,28,28,28,28,29,28,28,28,28,28,28,29,22,22,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,18451J,SCOIL LORCAIN,CEARNOG EATON,BAILE NA MANACH,24,24,24,24,24,31,31,28,31,32,32,29,31,23,25,25,25,24,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,18647D,S N SAN TREASA,THE RISE,MT MERRION,31,31,26,27,31,31,27,28,29,29,26,21,25,28,29,30,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,18806U,KILTERNAN N S 1,KILTERNAN,CO DUBLIN,27,28,24,23,28,30,26,26,27,30,26,26,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,18886V,KILL-O'-THE-GRANGE NS,DEANSGRANGE,BLACKROCK,25,26,28,30,24,30,29,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUN LAOGHAIRE/RATHDOWN,19066L,LORETO NATIONAL SCHOOL,DALKEY,CO DUBLIN,30,31,30,29,28,30,33,30,26,31,25,26,,,,,,,,,,,,,,,,,,,,,,,
